	Document_No	Dominant_Topic	Topic_Perc_Contrib	Keywords
309	309	4.0	0.0961	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
310	310	20.0	0.0638	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
311	311	3.0	0.0598	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
312	312	16.0	0.0555	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
313	313	21.0	0.0959	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
314	314	2.0	0.0638	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
315	315	0.0	0.2644	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
316	316	20.0	0.1429	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
317	317	7.0	0.0608	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
318	318	3.0	0.0822	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
319	319	6.0	0.0922	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
320	320	17.0	0.0617	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
321	321	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
322	322	7.0	0.0797	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
323	323	14.0	0.0576	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
324	324	12.0	0.062	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
325	325	1.0	0.0629	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
326	326	12.0	0.173	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
327	327	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
328	328	3.0	0.0995	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
329	329	6.0	0.0842	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
330	330	13.0	0.0598	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
331	331	1.0	0.0629	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
332	332	11.0	0.068	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
333	333	1.0	0.0808	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
334	334	20.0	0.1998	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
335	335	7.0	0.0629	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
336	336	4.0	0.0822	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
337	337	8.0	0.0606	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
338	338	15.0	0.0555	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
339	339	1.0	0.0606	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
340	340	15.0	0.0635	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
341	341	11.0	0.068	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
342	342	11.0	0.0869	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
343	343	6.0	0.1021	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
344	344	21.0	0.0716	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
345	345	1.0	0.0633	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
346	346	21.0	0.0743	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
347	347	2.0	0.0638	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
348	348	0.0	0.0629	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
349	349	21.0	0.0862	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
350	350	7.0	0.0576	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
351	351	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
352	352	7.0	0.0642	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
353	353	21.0	0.0942	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
354	354	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
355	355	16.0	0.068	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
356	356	2.0	0.0565	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
357	357	10.0	0.0922	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
358	358	10.0	0.0587	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
359	359	8.0	0.0806	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
360	360	11.0	0.0995	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
361	361	19.0	0.0724	storm, hail, area, short, south, small, cell, strong, hit, north
362	362	4.0	0.0668	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
363	363	0.0	0.2786	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
364	364	20.0	0.2524	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
365	365	5.0	0.0622	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
366	366	10.0	0.1818	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
367	367	4.0	0.0672	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
368	368	20.0	0.0597	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
369	369	11.0	0.0737	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
370	370	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
371	371	17.0	0.1241	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
372	372	21.0	0.0642	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
373	373	0.0	0.0455	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
374	374	11.0	0.0635	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
375	375	0.0	0.0606	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
376	376	18.0	0.0937	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
377	377	21.0	0.0777	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
378	378	2.0	0.0757	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
379	379	6.0	0.0858	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
380	380	11.0	0.075	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
381	381	7.0	0.0617	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
382	382	1.0	0.0629	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
383	383	18.0	0.0642	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
384	384	2.0	0.0576	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
385	385	4.0	0.1338	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
386	386	17.0	0.0617	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
387	387	18.0	0.0837	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
388	388	21.0	0.0822	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
389	389	21.0	0.1752	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
390	390	11.0	0.0783	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
391	391	11.0	0.0629	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
392	392	18.0	0.0757	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
393	393	20.0	0.0576	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
394	394	7.0	0.0617	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
395	395	10.0	0.0777	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
396	396	10.0	0.1237	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
397	397	21.0	0.0642	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
398	398	8.0	0.0806	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
399	399	11.0	0.0791	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
400	400	11.0	0.0642	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
401	401	19.0	0.073	storm, hail, area, short, south, small, cell, strong, hit, north
402	402	17.0	0.0815	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
403	403	1.0	0.0709	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
404	404	4.0	0.0587	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
405	405	10.0	0.0642	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
406	406	4.0	0.073	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
407	407	0.0	0.4072	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
408	408	20.0	0.274	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
409	409	10.0	0.0875	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
410	410	5.0	0.0651	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
411	411	18.0	0.0862	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
412	412	3.0	0.0617	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
413	413	18.0	0.085	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
414	414	2.0	0.0606	light, sprinkle, rain, early, pm, falling, continued, ended, 0530, 0500
415	415	10.0	0.0617	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
416	416	13.0	0.0783	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
417	417	5.0	0.0791	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
418	418	0.0	0.0595	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
419	419	17.0	0.1455	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
420	420	10.0	0.0827	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
421	421	20.0	0.0608	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
422	422	1.0	0.0822	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
423	423	10.0	0.0737	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
424	424	21.0	0.0791	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
425	425	6.0	0.0935	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
426	426	10.0	0.0629	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
427	427	17.0	0.0731	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
428	428	1.0	0.0598	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
429	429	11.0	0.0791	rain, evening, afternoon, night, nice, steady, morning, tstorm, quick, gentle
430	430	10.0	0.0791	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
431	431	0.0	0.0576	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
432	432	21.0	0.0719	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
433	433	21.0	0.0956	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
434	434	20.0	0.0777	acurite, starting, taylor, shower, acurite2, acurite1, 001, torrent, midnight, 002
435	435	3.0	0.0598	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
436	436	10.0	0.0806	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
437	437	12.0	0.0595	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
438	438	15.0	0.0606	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
439	439	5.0	0.0959	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
440	440	8.0	0.0629	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
441	441	4.0	0.0701	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
442	442	0.0	0.3186	hr, collected, late, continuing, ending, began, fall, falling, 0700, ended
443	443	9.0	0.0608	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
444	444	1.0	0.0629	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
445	445	6.0	0.0915	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
446	446	1.0	0.0867	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
447	447	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
448	448	13.0	0.0693	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
449	449	3.0	0.062	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
450	450	18.0	0.0629	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
451	451	12.0	0.0852	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
452	452	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
453	453	8.0	0.0736	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
454	454	6.0	0.0922	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
455	455	13.0	0.0576	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
456	456	10.0	0.0736	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
457	457	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
458	458	13.0	0.0779	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
459	459	6.0	0.1061	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
460	460	18.0	0.0533	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
461	461	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
462	462	6.0	0.0961	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
463	463	13.0	0.0715	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
464	464	18.0	0.0533	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
465	465	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
466	466	3.0	0.0629	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
467	467	6.0	0.0894	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
468	468	5.0	0.0533	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
469	469	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
470	470	16.0	0.0555	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
471	471	3.0	0.0629	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
472	472	6.0	0.0874	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
473	473	5.0	0.0779	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
474	474	13.0	0.0736	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
475	475	6.0	0.11	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
476	476	18.0	0.0642	snow, 12, inch, monsoon, recorded, 1, year, ground, water, melted
477	477	3.0	0.0629	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
478	478	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
479	479	7.0	0.0642	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
480	480	6.0	0.0902	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
481	481	13.0	0.0587	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
482	482	5.0	0.0608	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
483	483	5.0	0.062	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
484	484	6.0	0.0803	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
485	485	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
486	486	8.0	0.0715	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
487	487	1.0	0.0642	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
488	488	6.0	0.1259	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
489	489	5.0	0.08	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
490	490	8.0	0.0722	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
491	491	6.0	0.0878	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
492	492	9.0	0.0598	low, temp, degree, inch, nw, davis, tb, coco, 002, 39
493	493	4.0	0.0617	gauge, rain, event, read, neighbor, town, wet, empty, broken, 27
494	494	12.0	0.0823	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
495	495	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
496	496	13.0	0.0715	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
497	497	6.0	0.0918	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
498	498	13.0	0.062	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
499	499	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
500	500	3.0	0.0629	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
501	501	6.0	0.0837	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
502	502	13.0	0.062	mph, clear, 02, 14, 03, 0, 13, 23, 72°, 25
503	503	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
504	504	8.0	0.0822	calm, clear, overcast, 01, cloudy, 78°, 77°, 74°, partly, 79°
505	505	6.0	0.0935	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
506	506	15.0	0.0555	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
507	507	10.0	0.0598	total, day, rainfall, amount, nearby, absent, station, reading, based, 95
508	508	1.0	0.0617	shower, morning, overnight, thunderstorm, drizzle, yesterday, afternoon, noon, 2, fog
509	509	6.0	0.1061	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
510	510	5.0	0.0617	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
511	511	3.0	0.11	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
512	512	15.0	0.0629	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
513	513	21.0	0.0576	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
514	514	21.0	0.0781	raining, time, reading, started, 7am, rained, read, hard, sprinkling, stopped
515	515	15.0	0.0555	trace, rain, fell, drop, midnight, truchek, measurable, accumulation, start, couple
516	516	12.0	0.1473	late, early, trace, 0000”, light, 0700, observed, precipitation, data, windshield
517	517	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
518	518	3.0	0.0953	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
519	519	6.0	0.1061	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
520	520	14.0	0.0511	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
521	521	5.0	0.08	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
522	522	3.0	0.0608	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
523	523	6.0	0.1219	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
524	524	14.0	0.0576	thunder, pm, rain, lightning, early, began, heard, heavier, east, observed
525	525	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
526	526	3.0	0.0976	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
527	527	6.0	0.0894	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
528	528	16.0	0.0642	rain, pm, heavy, 1030, accumulated, 1130, 700, 1100, 1000, 1215
529	529	3.0	0.0629	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
530	530	3.0	0.0806	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
531	531	6.0	0.0902	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
532	532	17.0	0.0555	pm, 7, 5, 6, started, 8, 1, 330, 430, 630
533	533	5.0	0.0629	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
534	534	7.0	0.0598	pm, 3, 2, 4, 11, lot, windy, intermittent, 8, 49
535	535	3.0	0.1141	cloud, high, thin, scattered, distant, breeze, 76°, 81°, 55°, 54°
536	536	6.0	0.0874	wind, max, mph, 15, 17, 20, 16, 18, 19, 13
537	537	5.0	0.0822	minute, hour, 9, 10, 45, 24, period, 67, 71, 72
