	readingId	gaugeId	gaugeRevisionId	remarks	readingDate	readingHour	readingMinute	quality	rainAmount	snowDepth	snowAccumulation	createdDate	brand	model	description	gaugeType	gaugeTypeOther	lat	lng
4	1969523	653	653	some clouds some wind humid  cool night 	2015-07-17	5	55	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981774	679	679		2015-07-17	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016310	595	595		2015-07-17	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1971312	680	680		2015-07-17	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1970505	587	587		2015-07-18	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1971600	553	553		2015-07-18	7	0	Good	0.78			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1974629	1150	1150		2015-07-18	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1972633	9236	9236		2015-07-18	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1970244	653	653	some clouds  humid  some wind no rain cool night 	2015-07-18	5	55	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981775	679	679		2015-07-18	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016311	595	595		2015-07-18	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1971313	680	680		2015-07-18	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1971787	587	587		2015-07-19	7	0	Good	1.13			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1971221	725	725		2015-07-19	7	0	Good	1.0			2006-12-19				TruChek		35.1983338593	-111.5893042088
2	1971604	553	553		2015-07-19	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1971382	8615	8615		2015-07-19	7	0	Good	0.8			2014-08-13	Stratus			TruChek		35.222056	-111.622419
4	1970938	1150	1150		2015-07-19	7	0	Good	1.05			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
5	1971435	1368	1368		2015-07-19	7	0	Good	0.7200000000000001			2007-07-14	N/A			TruChek		35.20373427094505	-111.63351237773895
6	1970953	9236	9236		2015-07-19	7	0	Good	0.75			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
7	1970834	653	653	rain starting late afternoon  cool night 	2015-07-19	5	55	Good	0.9			2006-11-26				TruChek		35.1591394379	-111.6675120592
8	1971316	593	593		2015-07-19	7	0	Good	0.9400000000000001			2006-10-28				TruChek		35.2333161912	-111.6689443588
9	1981776	679	679		2015-07-19	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
10	2016312	595	595		2015-07-19	7	0	Good	0.9500000000000001			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
11	1971438	7273	7273		2015-07-19	8	17	Good	0.9			2013-05-07	Tru-Chek			TruChek		35.23565390095983	-111.6756852865214
12	1971303	680	680		2015-07-19	6	0	Good	1.25			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1971992	1559	1559		2015-07-20	7	0	Good	0.39			2007-07-27				TruChek		35.1841736078	-111.5825986862
1	1971783	587	587		2015-07-20	7	0	Good	0.04			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	1971762	725	725		2015-07-20	7	0	Good	0.04			2006-12-19				TruChek		35.1983338593	-111.5893042088
3	1971590	553	553		2015-07-20	7	0	Good	0.04			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
4	1971750	1150	1150		2015-07-20	7	0	Good	0.15			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
5	1972634	9236	9236		2015-07-20	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
6	1971481	653	653	cloudy  rain  cool night 	2015-07-20	5	45	Good	0.1			2006-11-26				TruChek		35.1591394379	-111.6675120592
7	1981777	679	679		2015-07-20	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
8	2016313	595	595		2015-07-20	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
9	1973749	680	680		2015-07-20	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1972351	587	587		2015-07-21	7	0	Trace				2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1978709	553	553		2015-07-21	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1972494	1150	1150		2015-07-21	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1972635	9236	9236		2015-07-21	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1972215	653	653	a sprinkle  clouds  cool night 	2015-07-21	6	15	Trace				2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981778	679	679		2015-07-21	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016314	595	595		2015-07-21	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1973746	680	680		2015-07-21	7	0	Good	0.02			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1972777	587	587		2015-07-22	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1978710	553	553		2015-07-22	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1974630	1150	1150		2015-07-22	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1979805	9236	9236		2015-07-22	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1972679	653	653	beautiful day cool night 	2015-07-22	6	5	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981779	679	679		2015-07-22	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016315	595	595		2015-07-22	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1973748	680	680		2015-07-22	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1973465	587	587		2015-07-23	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1978711	553	553		2015-07-23	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1974631	1150	1150		2015-07-23	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1979806	9236	9236		2015-07-23	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1973084	653	653	sunny day  cool night 	2015-07-23	5	40	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981780	679	679		2015-07-23	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016316	595	595		2015-07-23	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1973747	680	680		2015-07-23	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1974285	587	587		2015-07-24	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1978712	553	553		2015-07-24	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1974632	1150	1150		2015-07-24	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1979807	9236	9236		2015-07-24	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1973868	653	653	beautiful day  cool night 	2015-07-24	6	45	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981781	679	679		2015-07-24	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016317	595	595		2015-07-24	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1984042	680	680		2015-07-24	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1975205	587	587		2015-07-25	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1978713	553	553		2015-07-25	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1974633	1150	1150		2015-07-25	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1979808	9236	9236		2015-07-25	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1974622	653	653	some clouds  hot day cool night 	2015-07-25	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981782	679	679		2015-07-25	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016318	595	595		2015-07-25	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1984040	680	680		2015-07-25	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1975521	587	587		2015-07-26	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1978714	553	553		2015-07-26	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1975979	1150	1150		2015-07-26	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1979809	9236	9236		2015-07-26	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1975452	653	653	some clouds  warm  cool night 	2015-07-26	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981783	679	679		2015-07-26	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016319	595	595		2015-07-26	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1984063	680	680		2015-07-26	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1975877	587	587		2015-07-27	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1978715	553	553		2015-07-27	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1975980	1150	1150		2015-07-27	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1979810	9236	9236		2015-07-27	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1975715	653	653	sun  very warm day  cool night	2015-07-27	4	55	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981784	679	679		2015-07-27	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016320	595	595		2015-07-27	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1984062	680	680		2015-07-27	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1976660	587	587		2015-07-28	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1978716	553	553		2015-07-28	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1976572	1150	1150		2015-07-28	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1979811	9236	9236		2015-07-28	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1976676	653	653	warm day  some clouds  some smoke  cool night 	2015-07-28	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981785	679	679		2015-07-28	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016321	595	595		2015-07-28	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1984039	680	680		2015-07-28	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1977074	587	587		2015-07-29	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1978717	553	553		2015-07-29	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1980019	1150	1150		2015-07-29	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1979812	9236	9236		2015-07-29	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1976869	653	653	some smoke  some sun some clouds hot day cool night 	2015-07-29	5	55	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1981786	679	679		2015-07-29	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016323	595	595		2015-07-29	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
7	1984038	680	680		2015-07-29	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1978584	587	587		2015-07-30	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1978718	553	553		2015-07-30	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1980020	1150	1150		2015-07-30	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1979813	9236	9236		2015-07-30	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1978090	653	653	warm day  humid  some clouds  some smoke  sprinkles at 5 and then again around 7.  Cook night 	2015-07-30	6	25	Trace				2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1978772	593	593		2015-07-30	7	0	Good	0.030000000000000002			2006-10-28				TruChek		35.2333161912	-111.6689443588
6	1981787	679	679		2015-07-30	7	0	Good	0.02			2006-12-11				TruChek		35.1611787679	-111.6702318192
7	2016324	595	595		2015-07-30	7	0	Good	0.05			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
8	1978980	7273	7273		2015-07-30	7	0	Good	0.08			2013-05-07	Tru-Chek			TruChek		35.23565390095983	-111.6756852865214
9	1984037	680	680		2015-07-30	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1979148	587	587		2015-07-31	7	0	Good	0.1			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1979146	725	725		2015-07-31	7	0	Good	0.08			2006-12-19				TruChek		35.1983338593	-111.5893042088
2	1979044	553	553		2015-07-31	7	0	Good	0.05			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1978887	8615	8615		2015-07-31	7	0	Good	0.04			2014-08-13	Stratus			TruChek		35.222056	-111.622419
4	1980021	1150	1150		2015-07-31	7	0	Good	0.07			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
5	1979814	9236	9236		2015-07-31	7	0	Trace				2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
6	1978984	653	653	overcast  humid  warm day  rain cool night 	2015-07-31	7	0	Good	0.05			2006-11-26				TruChek		35.1591394379	-111.6675120592
7	1979022	593	593		2015-07-31	7	0	Good	0.05			2006-10-28				TruChek		35.2333161912	-111.6689443588
8	1981788	679	679		2015-07-31	7	0	Good	0.030000000000000002			2006-12-11				TruChek		35.1611787679	-111.6702318192
9	2016325	595	595		2015-07-31	7	0	Good	0.01			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
10	1978979	7273	7273		2015-07-31	7	38	Good	0.05			2013-05-07	Tru-Chek			TruChek		35.23565390095983	-111.6756852865214
11	1984030	680	680		2015-07-31	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1980543	1559	1559		2015-08-01	7	0	Good	0.15			2007-07-27				TruChek		35.1841736078	-111.5825986862
1	1979908	587	587		2015-08-01	7	0	Good	0.04			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	1979992	725	725		2015-08-01	7	0	Good	0.08			2006-12-19				TruChek		35.1983338593	-111.5893042088
3	1980012	553	553		2015-08-01	7	0	Good	0.02			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
4	1980018	1150	1150		2015-08-01	7	0	Good	0.04			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
5	1979774	9236	9236		2015-08-01	7	0	Trace				2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
6	1979448	653	653	overcast  sprinkles cool night 	2015-08-01	6	35	Trace				2006-11-26				TruChek		35.1591394379	-111.6675120592
7	1979462	593	593		2015-08-01	7	0	Good	0.47000000000000003			2006-10-28				TruChek		35.2333161912	-111.6689443588
8	1981789	679	679		2015-08-01	7	0	Good	0.02			2006-12-11				TruChek		35.1611787679	-111.6702318192
9	2016326	595	595		2015-08-01	7	0	Good	0.22			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
10	1980006	7273	7273		2015-08-01	9	2	Good	0.28			2013-05-07	Tru-Chek			TruChek		35.23565390095983	-111.6756852865214
11	1984058	680	680		2015-08-01	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1981277	587	587		2015-08-02	7	0	Good	0.030000000000000002			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1981078	725	725		2015-08-02	7	0	Good	0.060000000000000005			2006-12-19				TruChek		35.1983338593	-111.5893042088
2	1982094	553	553		2015-08-02	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	1981257	1150	1150		2015-08-02	7	0	Good	0.01			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
4	1999220	9236	9236		2015-08-02	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
5	1980650	653	653	overcast  some rain  cool night 	2015-08-02	6	30	Good	0.01			2006-11-26				TruChek		35.1591394379	-111.6675120592
6	1981215	593	593		2015-08-02	7	0	Good	0.11			2006-10-28				TruChek		35.2333161912	-111.6689443588
7	1981790	679	679		2015-08-02	7	0	Trace				2006-12-11				TruChek		35.1611787679	-111.6702318192
8	2016327	595	595		2015-08-02	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
9	1981120	7273	7273		2015-08-02	10	38	Good	0.18000000000000002			2013-05-07	Tru-Chek			TruChek		35.23565390095983	-111.6756852865214
10	1984057	680	680		2015-08-02	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1981887	1559	1559		2015-08-03	7	0	Good	0.3			2007-07-27				TruChek		35.1841736078	-111.5825986862
1	1981650	587	587		2015-08-03	7	0	Good	0.12000000000000001			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	1981700	725	725		2015-08-03	7	0	Good	0.15			2006-12-19				TruChek		35.1983338593	-111.5893042088
3	1981838	553	553		2015-08-03	7	0	Good	0.09000000000000001			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
4	1981583	8615	8615		2015-08-03	7	0	Good	0.04			2014-08-13	Stratus			TruChek		35.222056	-111.622419
5	1981904	1150	1150		2015-08-03	7	0	Good	0.12000000000000001			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
6	1981966	9236	9236		2015-08-03	7	0	Trace				2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
7	1981632	653	653	overcast  strong winds and sprinkles during day  cool night 	2015-08-03	7	0	Good	0.01			2006-11-26				TruChek		35.1591394379	-111.6675120592
8	1981910	593	593		2015-08-03	7	0	Good	0.060000000000000005			2006-10-28				TruChek		35.2333161912	-111.6689443588
9	1981791	679	679		2015-08-03	7	0	Trace				2006-12-11				TruChek		35.1611787679	-111.6702318192
10	2016328	595	595		2015-08-03	7	0	Good	0.05			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
11	1981660	7273	7273		2015-08-03	7	41	Good	0.08			2013-05-07	Tru-Chek			TruChek		35.23565390095983	-111.6756852865214
12	1984056	680	680		2015-08-03	7	0	Good	0.0			2006-12-11				TruChek		35.1216636821	-111.6888999939
0	1982083	587	587		2015-08-04	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
1	1982093	553	553		2015-08-04	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	1982167	1150	1150		2015-08-04	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
3	1999221	9236	9236		2015-08-04	7	0	Good	0.0			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
4	1982158	653	653	sunny day  warm  some wind  cool night 	2015-08-04	7	0	Good	0.0			2006-11-26				TruChek		35.1591394379	-111.6675120592
5	1985533	679	679		2015-08-04	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
6	2016329	595	595		2015-08-04	7	0	Good	0.0			2006-10-29	Davis			TippingBucketOrElectronic		35.23055555555555	-111.67305555555556
