	readingId	gaugeId	gaugeRevisionId	remarks	readingDate	readingHour	readingMinute	quality	rainAmount	snowDepth	snowAccumulation	createdDate	brand	model	description	gaugeType	gaugeTypeOther	lat	lng
6	2736622	679	679		2019-07-09	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2726555	1508	1508		2019-07-10	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2726606	587	587		2019-07-10	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2730645	553	553		2019-07-10	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743551	4493	4493		2019-07-10	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
4	2729348	10699	10921		2019-07-10	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
5	2726536	5491	5491		2019-07-10	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2736623	679	679		2019-07-10	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2726836	1508	1508		2019-07-11	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2727088	587	587		2019-07-11	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2730646	553	553		2019-07-11	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743552	4493	4493		2019-07-11	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
4	2729349	10699	10921		2019-07-11	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
5	2726787	5491	5491		2019-07-11	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2736624	679	679		2019-07-11	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2727627	1508	1508		2019-07-12	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2730647	553	553		2019-07-12	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2743553	4493	4493		2019-07-12	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
3	2729350	10699	10921		2019-07-12	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2727148	5491	5491		2019-07-12	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2736625	679	679		2019-07-12	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2727779	1508	1508		2019-07-13	7	0	Trace				2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2728089	587	587		2019-07-13	7	0	Trace				2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2730648	553	553		2019-07-13	7	0	Trace				2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743554	4493	4493		2019-07-13	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
4	2729351	10699	10921		2019-07-13	7	0	Good	0.02			2019-03-12				SimpleCatch		35.206246	-111.6448092
5	2727821	5491	5491		2019-07-13	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2736626	679	679		2019-07-13	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2730214	1508	1508		2019-07-14	7	0	Trace				2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2729360	587	587		2019-07-14	7	0	Trace				2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2730649	553	553		2019-07-14	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743555	4493	4493		2019-07-14	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
4	2729352	10699	10921		2019-07-14	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
5	2728389	5491	5491		2019-07-14	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2729183	9236	9236		2019-07-14	7	0	Trace				2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
7	2736627	679	679		2019-07-14	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2730215	1508	1508		2019-07-15	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2730254	587	587		2019-07-15	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2730650	553	553		2019-07-15	7	0	Good	0.12000000000000001			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743556	4493	4493		2019-07-15	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
4	2729772	10699	10921		2019-07-15	7	0	Good	0.030000000000000002			2019-03-12				SimpleCatch		35.206246	-111.6448092
5	2729635	5491	5491		2019-07-15	0	0	Good	0.01			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2736628	679	679		2019-07-15	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2730470	1508	1508		2019-07-16	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2730636	553	553		2019-07-16	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2743557	4493	4493		2019-07-16	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
3	2730552	10699	10921		2019-07-16	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2730368	5491	5491		2019-07-16	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2736629	679	679		2019-07-16	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2733027	1508	1508		2019-07-17	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2735708	553	553		2019-07-17	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2743558	4493	4493		2019-07-17	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
3	2734825	10699	10921		2019-07-17	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2730763	5491	5491		2019-07-17	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2736630	679	679		2019-07-17	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2733028	1508	1508		2019-07-18	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2735709	553	553		2019-07-18	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2743559	4493	4493		2019-07-18	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
3	2734826	10699	10921		2019-07-18	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2731193	5491	5491		2019-07-18	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2736631	679	679		2019-07-18	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2733029	1508	1508		2019-07-19	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2735710	553	553		2019-07-19	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2743560	4493	4493		2019-07-19	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
3	2734827	10699	10921		2019-07-19	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2731577	5491	5491		2019-07-19	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2736632	679	679		2019-07-19	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2733030	1508	1508		2019-07-20	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2735711	553	553		2019-07-20	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2743561	4493	4493		2019-07-20	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
3	2734828	10699	10921		2019-07-20	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2731794	5491	5491		2019-07-20	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2736633	679	679		2019-07-20	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2733031	1508	1508		2019-07-21	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2735712	553	553		2019-07-21	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2743562	4493	4493		2019-07-21	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
3	2734829	10699	10921		2019-07-21	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2732131	5491	5491		2019-07-21	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2736634	679	679		2019-07-21	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2733032	1508	1508		2019-07-22	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2732818	587	587		2019-07-22	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2735713	553	553		2019-07-22	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743563	4493	4493		2019-07-22	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
4	2734830	10699	10921		2019-07-22	7	0	Good	0.0			2019-03-12				SimpleCatch		35.206246	-111.6448092
5	2732510	5491	5491		2019-07-22	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2736635	679	679		2019-07-22	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2737621	1508	1508		2019-07-23	7	0	Trace				2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2735714	553	553		2019-07-23	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2743564	4493	4493		2019-07-23	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
3	2734824	10699	10921		2019-07-23	7	0	Good	0.04			2019-03-12				SimpleCatch		35.206246	-111.6448092
4	2733180	5491	5491		2019-07-23	0	0	Good	0.01			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2734569	9236	9236		2019-07-23	7	0	Trace				2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
6	2736636	679	679		2019-07-23	7	0	Absent				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2737622	1508	1508		2019-07-24	7	0	Good	0.060000000000000005			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2735848	587	587		2019-07-24	7	0	Good	0.13			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2735512	10521	10743		2019-07-24	7	0	Good	0.11			2018-06-17	Unknown			TruChek		35.19825390392009	-111.58943135029716
3	2735707	553	553		2019-07-24	7	0	Good	0.05			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
4	2735515	1150	1150		2019-07-24	7	0	Good	0.14			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
5	2743565	4493	4493		2019-07-24	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
6	2735440	10699	10921		2019-07-24	7	0	Good	0.14			2019-03-12				SimpleCatch		35.206246	-111.6448092
7	2735071	5491	5491		2019-07-24	0	0	Good	0.030000000000000002			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
8	2735295	9236	9236		2019-07-24	7	0	Good	0.15			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
9	2736637	679	679		2019-07-24	7	0	Good	0.1			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2737623	1508	1508		2019-07-25	7	0	Good	0.01			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2736445	587	587		2019-07-25	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2739944	553	553		2019-07-25	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743566	4493	4493		2019-07-25	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
4	2736303	5491	5491		2019-07-25	0	0	Good	0.060000000000000005			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2736638	679	679		2019-07-25	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2737624	1508	1508		2019-07-26	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2739945	553	553		2019-07-26	7	0	Good	0.02			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2743567	4493	4493		2019-07-26	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
3	2737004	5491	5491		2019-07-26	0	0	Good	0.030000000000000002			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2738419	679	679		2019-07-26	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2737625	1508	1508		2019-07-27	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2737685	587	587		2019-07-27	7	0	Trace				2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2739946	553	553		2019-07-27	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743568	4493	4493		2019-07-27	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
4	2737643	5491	5491		2019-07-27	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2738420	679	679		2019-07-27	7	0	Trace				2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2737901	1508	1508		2019-07-28	7	0	Trace				2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2739947	553	553		2019-07-28	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
2	2743569	4493	4493		2019-07-28	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
3	2737764	5491	5491		2019-07-28	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
4	2738421	679	679		2019-07-28	7	0	Good	0.030000000000000002			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2738180	1508	1508		2019-07-29	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2738512	587	587		2019-07-29	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2739948	553	553		2019-07-29	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743570	4493	4493		2019-07-29	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
4	2738172	5491	5491		2019-07-29	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
5	2738422	679	679		2019-07-29	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2738751	1508	1508		2019-07-30	7	0	Trace				2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2739181	587	587		2019-07-30	7	0	Trace				2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2739949	553	553		2019-07-30	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2739538	1150	1150		2019-07-30	7	0	Good	0.060000000000000005			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
4	2743571	4493	4493		2019-07-30	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
5	2738796	5491	5491		2019-07-30	0	0	Good	0.02			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2739337	9236	9236		2019-07-30	7	0	Trace				2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
7	2741207	679	679		2019-07-30	7	0	Good	0.07			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2739972	1508	1508		2019-07-31	7	0	Good	0.33			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2740522	1559	1559		2019-07-31	12	30	Good	0.55			2007-07-27				TruChek		35.1841736078	-111.5825986862
2	2739957	587	587		2019-07-31	7	0	Good	0.45			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
3	2740117	10521	10743		2019-07-31	7	0	Good	0.48000000000000004			2018-06-17	Unknown			TruChek		35.19825390392009	-111.58943135029716
4	2739866	553	553		2019-07-31	7	0	Good	0.45			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
5	2740227	1150	1150		2019-07-31	7	0	Good	0.5			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
6	2743572	4493	4493		2019-07-31	7	0	Good	0.32			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
7	2739766	5491	5491		2019-07-31	0	0	Good	0.38			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
8	2740169	9236	9236		2019-07-31	7	0	Good	0.6900000000000001			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
9	2741208	679	679		2019-07-31	7	0	Good	0.48000000000000004			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2740958	1508	1508		2019-08-01	7	0	Good	0.030000000000000002			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2740916	587	587		2019-08-01	7	0	Good	0.030000000000000002			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2741195	10521	10743		2019-08-01	7	0	Good	0.030000000000000002			2018-06-17	Unknown			TruChek		35.19825390392009	-111.58943135029716
3	2744044	553	553		2019-08-01	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
4	2743573	4493	4493		2019-08-01	7	0	Good	0.29000000000000004			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
5	2740796	5491	5491		2019-08-01	0	0	Good	0.32			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2741757	9236	9236		2019-08-01	7	0	Trace				2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
7	2741209	679	679		2019-08-01	7	0	Good	0.02			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2742840	1508	1508		2019-08-02	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2742898	587	587		2019-08-02	7	0	Good	0.0			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2744042	553	553		2019-08-02	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743948	1150	1150		2019-08-02	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
4	2743535	4493	4493		2019-08-02	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
5	2742574	5491	5491		2019-08-02	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2746145	679	679		2019-08-02	7	0	Good	0.4			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2743374	1508	1508		2019-08-03	7	0	Good	0.0			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2743257	587	587		2019-08-03	7	0	Good	0.01			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
2	2744043	553	553		2019-08-03	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
3	2743949	1150	1150		2019-08-03	7	0	Good	0.0			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
4	2743536	4493	4493		2019-08-03	7	0	Good	0.01			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
5	2743092	5491	5491		2019-08-03	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
6	2743355	9236	9236		2019-08-03	7	0	Trace				2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
7	2746146	679	679		2019-08-03	7	0	Good	0.02			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2743883	1508	1508		2019-08-04	7	0	Good	0.04			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2743971	1559	1559		2019-08-04	8	0	Good	0.1			2007-07-27				TruChek		35.1841736078	-111.5825986862
2	2744052	587	587		2019-08-04	7	0	Good	0.05			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
3	2743783	10521	10743		2019-08-04	7	0	Good	0.04			2018-06-17	Unknown			TruChek		35.19825390392009	-111.58943135029716
4	2744041	553	553		2019-08-04	7	0	Good	0.05			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
5	2743950	1150	1150		2019-08-04	7	0	Good	0.12000000000000001			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
6	2743537	4493	4493		2019-08-04	7	0	Good	0.6900000000000001			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
7	2743504	5491	5491		2019-08-04	0	0	Good	1.17			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
8	2743704	9236	9236		2019-08-04	7	0	Good	0.7000000000000001			2015-05-05	Acu-Rite			TruChek		35.20164252987199	-111.6524605761515
9	2746147	679	679		2019-08-04	7	0	Good	0.12000000000000001			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2744406	1508	1508		2019-08-05	7	0	Trace				2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2744481	1559	1559		2019-08-05	7	0	Trace				2007-07-27				TruChek		35.1841736078	-111.5825986862
2	2744613	587	587		2019-08-05	7	0	Trace				2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
3	2745669	553	553		2019-08-05	7	0	Good	0.0			2006-11-05	Tru-Chek			TruChek		35.21917325440935	-111.60125495865941
4	2744299	1150	1150		2019-08-05	7	0	Good	0.04			2007-06-27	Davis			TruChek		35.1404892576	-111.6273003817
5	2744786	4493	4493		2019-08-05	7	0	Good	0.0			2009-07-19	Productive Alternatives		Oregon Scientific WMR 100	TruChek		35.20535870762794	-111.63763707877024
6	2744294	5491	5491		2019-08-05	0	0	Good	0.0			2018-07-21	Ambient Weather	WS-2902A	Roof mounted on 5 ft mast,, 20 feet above ground level	TippingBucketOrElectronic		35.21654133823205	-111.64513822086678
7	2746148	679	679		2019-08-05	7	0	Good	0.0			2006-12-11				TruChek		35.1611787679	-111.6702318192
0	2745478	1508	1508		2019-08-06	7	0	Good	0.030000000000000002			2018-09-10	Davis			TippingBucketOrElectronic		35.208187587	-111.58223390579997
1	2745570	1559	1559		2019-08-06	13	0	Good	0.1			2007-07-27				TruChek		35.1841736078	-111.5825986862
2	2745546	587	587		2019-08-06	7	0	Good	0.09000000000000001			2006-10-28	Productive Alternatives			TruChek		35.19287171411684	-111.5871262550354
